puan,id,Sehir Tag,Universite Tag,Bolum,ikinci okul,lise bolum,Universite Turu,Sinif,Not Ortalamasi,lise tur,anne egitim,baba egitim,kulup,stk proje,girisim,ingilizce,cinsiyet,anne calisma,baba calisma,yas,Basvuru Yili,Kardes Sayisi
58,14686,84,88,38,0,404,0,2,0,1,6,0,0,0,0,0,0,3,4,,2014,1
22,14687,107,86,22,0,499,0,3,3,1,5,0,0,0,0,0,0,3,4,21.0,2014,1
12,14688,110,114,66,0,220,0,2,3,1,5,0,0,0,0,0,1,3,4,20.0,2014,1
40,14689,81,290,44,0,231,0,3,2,1,3,3,1,0,0,0,0,1,1,,2014,1
18,14690,81,44,12,0,199,0,-1,0,1,5,5,0,0,0,0,0,3,2,20.0,2014,2
34,14691,119,290,67,0,199,0,3,2,1,3,1,1,0,1,0,0,3,3,21.0,2014,2
30,14692,81,212,1,0,342,0,2,2,3,5,0,0,0,0,0,1,3,4,22.0,2014,1
14,14693,40,237,43,0,173,0,5,2,1,5,5,0,0,0,0,1,3,2,23.0,2014,1
21,14694,151,290,44,0,143,0,1,1,2,5,0,0,0,0,0,1,3,4,19.0,2014,1
14,14695,110,128,51,0,404,0,-5,0,1,6,0,0,0,0,0,1,3,4,19.0,2014,1
20,14696,81,162,14,0,404,0,2,1,1,6,5,0,0,0,0,1,3,2,,2014,4
12,14697,88,181,57,0,404,0,3,3,1,5,5,0,0,0,0,1,3,2,22.0,2014,1
26,14698,81,16,14,0,280,0,4,1,1,5,5,0,1,1,0,1,3,3,21.0,2014,2
24,14699,16,260,7,0,9,0,2,2,1,1,3,0,1,1,0,1,3,2,,2014,2
40,14700,110,9,3,0,513,0,2,1,1,4,5,1,1,1,0,1,3,2,22.0,2014,1
14,14701,95,237,57,0,404,0,2,2,1,6,5,0,0,0,0,1,3,1,19.0,2014,3
32,14702,115,181,33,0,173,0,4,3,1,4,5,1,1,1,0,1,3,2,22.0,2014,2
18,14703,139,225,11,1,294,0,1,0,1,5,5,1,0,1,0,1,3,1,22.0,2014,4
28,14704,81,159,3,0,404,0,3,2,1,5,1,1,0,0,0,1,3,1,,2014,3
42,14705,14,238,15,0,212,0,1,0,3,1,3,1,1,1,0,0,2,1,19.0,2014,0
22,14706,119,66,51,0,404,0,4,3,1,3,3,0,0,0,0,0,3,1,22.0,2014,1
48,14707,119,31,21,0,474,0,1,1,1,3,3,0,0,0,0,0,1,2,19.0,2014,1
39,14708,131,236,6,0,212,0,4,2,1,1,3,0,1,0,0,0,2,3,22.0,2014,1
26,14709,14,31,3,1,391,0,3,1,2,6,4,0,0,0,0,0,3,2,,2014,1
26,14710,14,115,3,0,110,0,4,2,1,4,4,0,0,0,0,0,1,1,23.0,2014,0
24,14711,59,93,67,0,404,0,1,2,1,3,5,0,0,1,0,0,2,2,19.0,2014,1
28,14712,81,162,67,0,404,0,3,1,1,5,5,0,0,0,0,0,3,3,21.0,2014,0
32,14713,81,185,3,0,404,0,2,2,1,4,0,0,0,0,0,0,3,4,20.0,2014,1
28,14714,81,162,3,0,542,0,1,0,1,5,0,0,0,0,0,0,3,4,,2014,1
32,14715,59,93,2,0,404,0,3,3,1,1,5,0,0,0,0,0,2,2,23.0,2014,2
24,14716,59,212,14,0,404,0,3,2,1,1,1,0,0,0,0,0,1,2,21.0,2014,1
44,14717,16,198,78,0,404,0,4,1,1,5,4,0,1,0,0,0,3,1,23.0,2014,2
62,14718,14,238,1,0,404,0,3,2,1,2,1,1,1,0,0,0,2,2,20.0,2014,1
26,14719,119,212,14,0,404,0,3,1,1,5,4,0,0,0,0,0,3,1,,2014,2
44,14720,16,198,78,0,404,0,4,1,1,5,5,0,1,0,0,0,3,1,23.0,2014,4
24,14721,81,290,15,0,212,0,4,2,1,3,0,0,0,0,0,0,3,4,,2014,1
24,14722,14,115,3,0,489,0,3,3,1,5,0,0,0,0,0,0,3,4,21.0,2014,1
38,14723,110,59,60,0,173,0,2,1,1,6,6,1,0,0,0,0,3,3,,2014,4
18,14724,119,198,44,0,295,0,5,0,4,4,5,0,0,0,0,0,3,2,23.0,2014,3
42,14725,3,66,3,0,474,0,3,3,1,5,3,1,1,1,0,1,3,1,,2014,1
38,14726,41,162,14,0,474,0,4,2,1,5,3,1,0,1,0,1,3,1,21.0,2014,4
12,14727,119,79,19,0,513,0,3,3,1,5,4,0,0,0,0,1,3,2,,2014,3
18,14728,14,114,33,0,499,0,3,0,1,4,3,0,0,1,0,0,3,2,20.0,2014,3
30,14729,41,93,3,0,173,0,-2,1,1,5,5,0,0,0,0,0,3,1,21.0,2014,7
34,14730,62,78,39,0,173,0,3,3,1,5,3,0,1,1,0,0,3,2,,2014,3
34,14731,119,181,33,0,474,0,4,2,1,5,0,0,0,0,0,0,2,4,,2014,1
48,14732,84,85,22,1,6,0,4,2,1,5,0,0,0,0,0,0,2,4,24.0,2014,1
44,14733,119,78,40,0,316,0,1,3,1,4,5,0,1,0,0,0,1,1,44.0,2014,3
42,14734,62,106,3,0,404,0,3,3,1,4,5,1,1,0,0,0,3,2,23.0,2014,1
44,14735,119,289,3,0,474,0,2,3,1,5,5,1,1,0,0,0,3,3,20.0,2014,2
24,14736,88,224,54,0,499,0,4,2,1,5,3,0,0,0,0,0,3,2,22.0,2014,4
24,14737,81,10,68,0,404,0,2,2,1,4,3,0,0,0,0,0,1,4,19.0,2014,2
22,14738,84,85,7,0,212,0,2,1,1,1,1,0,0,0,0,1,2,1,22.0,2014,1
32,14739,105,181,37,0,199,0,3,3,1,4,3,1,1,1,0,1,3,2,,2014,3
32,14740,105,181,37,0,199,0,3,3,1,4,3,1,1,1,0,1,3,2,,2014,3
21,14741,119,162,5,0,212,0,4,1,1,6,5,0,0,0,0,1,3,2,24.0,2014,4
44,14742,25,44,22,0,499,0,4,3,1,6,6,1,1,0,0,1,3,1,,2014,3
6,14743,81,225,2,0,404,0,4,0,1,5,5,0,0,0,0,1,3,1,,2014,2
26,14744,41,31,4,0,317,0,4,2,1,5,3,0,0,0,0,1,3,1,23.0,2014,1
22,14745,119,242,3,0,404,0,2,3,1,3,1,1,0,1,0,1,3,2,,2014,1
26,14746,119,89,4,0,402,0,4,2,1,3,1,0,0,0,0,1,1,2,23.0,2014,1
52,14747,119,162,4,0,212,0,3,1,1,4,4,1,1,0,0,1,2,1,,2014,2
32,14748,119,186,51,0,404,0,2,1,1,3,3,0,0,0,0,1,3,2,20.0,2014,1
22,14749,119,102,3,0,199,0,3,3,1,6,6,1,0,0,0,1,3,3,23.0,2014,5
29,14750,59,23,55,0,173,0,4,2,1,5,4,1,0,0,0,1,3,1,22.0,2014,1
22,14751,105,260,3,0,404,0,4,3,1,1,3,1,0,0,0,1,1,1,24.0,2014,1
29,14752,59,93,2,0,404,0,4,2,1,5,4,1,0,0,0,1,3,2,,2014,1
37,14753,81,162,14,0,474,0,4,3,1,5,5,1,0,1,0,1,3,1,22.0,2014,1
41,14754,119,162,2,0,404,0,4,1,1,5,0,0,0,0,0,1,3,4,,2014,1
52,14755,81,159,3,0,404,0,4,3,1,1,1,1,1,1,0,1,1,1,23.0,2014,1
18,14756,81,198,25,0,404,0,3,3,1,3,3,0,0,0,0,1,3,1,23.0,2014,2
24,14757,81,159,87,0,212,0,-2,2,4,5,0,0,0,0,0,1,1,4,24.0,2014,1
38,14758,81,290,78,0,404,0,3,3,1,5,3,1,1,0,0,1,3,2,22.0,2014,3
14,14759,81,159,44,1,404,0,3,2,4,1,1,0,0,0,0,1,2,1,21.0,2014,1
30,14760,119,88,14,0,513,0,-1,0,1,5,4,1,1,1,0,1,2,2,20.0,2014,1
28,14761,84,85,40,0,404,0,2,3,1,5,3,0,1,0,0,1,3,2,,2014,2
20,14762,81,198,4,0,342,0,3,2,1,3,3,0,0,0,0,1,1,1,21.0,2014,1
26,14763,119,254,50,0,173,0,4,1,1,3,4,0,0,0,0,0,3,1,24.0,2014,1
36,14764,81,162,38,0,212,0,4,3,1,5,5,1,0,1,0,0,3,1,22.0,2014,3
36,14765,102,198,33,0,212,0,2,1,1,5,3,0,1,0,0,0,3,1,20.0,2014,2
28,14766,84,85,3,0,542,0,3,2,1,5,4,0,0,0,0,0,1,4,21.0,2014,2
40,14767,81,212,33,0,173,0,3,1,1,5,5,1,0,0,0,0,3,2,20.0,2014,2
42,14768,145,194,0,0,173,0,4,3,1,6,5,1,1,1,0,0,3,1,24.0,2014,8
47,14769,115,78,4,0,404,0,3,3,1,6,6,1,1,0,0,0,3,3,,2014,12
42,14770,119,238,84,0,212,0,3,3,1,1,1,1,1,1,0,0,1,1,24.0,2014,1
39,14771,59,159,16,0,199,0,1,0,4,1,1,0,1,0,0,0,2,2,19.0,2014,1
42,14772,85,212,14,0,474,0,2,3,1,3,3,1,0,0,0,0,1,1,20.0,2014,0
32,14773,119,162,3,0,435,0,-5,3,4,1,1,0,0,0,0,0,3,2,,2014,1
42,14774,2,78,1,0,212,0,3,3,1,4,3,1,1,1,0,0,3,1,21.0,2014,3
47,14775,65,198,25,0,212,0,3,3,1,3,3,1,1,0,0,0,3,2,20.0,2014,2
43,14776,119,159,80,0,325,0,3,3,1,3,1,0,1,1,0,0,3,2,,2014,2
24,14777,2,78,6,0,474,0,2,2,1,3,5,0,0,0,0,0,1,3,21.0,2014,3
30,14778,119,249,55,0,487,0,1,0,1,5,5,1,0,0,0,0,3,1,19.0,2014,2
34,14779,81,31,32,0,173,0,3,2,4,3,5,1,0,0,0,0,3,2,20.0,2014,1
42,14780,62,106,33,0,474,0,2,3,1,3,3,1,1,1,0,0,3,3,20.0,2014,4
34,14781,81,212,14,0,513,0,2,2,1,3,3,1,0,0,0,0,3,2,20.0,2014,2
38,14782,14,186,53,0,404,0,1,0,1,5,4,1,1,0,0,0,3,2,21.0,2014,2
28,14783,14,104,67,0,342,0,4,2,1,5,4,0,0,1,0,0,3,1,22.0,2014,3
48,14784,119,106,99,0,173,0,-1,0,1,5,5,1,1,0,0,0,2,1,20.0,2014,7
32,14785,119,104,1,0,199,0,4,1,1,3,3,0,0,0,0,0,1,1,,2014,1
24,14786,81,221,33,0,173,0,2,2,1,5,3,0,0,0,0,0,3,2,,2014,2
61,14787,16,104,12,0,173,0,4,1,1,5,3,1,1,1,0,0,3,1,22.0,2014,1
12,14788,14,76,14,0,474,0,3,3,1,5,4,0,0,0,0,1,3,1,20.0,2014,2
22,14789,81,72,3,0,474,0,1,3,1,5,5,0,0,0,0,0,3,2,19.0,2014,5
66,14790,102,62,1,0,404,0,2,2,3,3,1,1,1,0,0,0,3,2,20.0,2014,2
38,14791,102,198,12,0,342,0,4,2,1,4,3,1,0,1,0,0,3,2,23.0,2014,3
34,14792,84,85,14,1,499,0,4,2,1,5,5,1,0,0,0,0,2,2,,2014,1
24,14793,81,31,3,0,1,0,4,2,0,5,5,0,0,0,0,0,3,2,23.0,2014,2
57,14794,81,290,53,0,199,0,3,3,1,3,1,0,1,0,0,0,1,1,,2014,1
38,14795,81,212,15,0,212,0,2,2,1,4,3,0,1,0,0,0,3,1,22.0,2014,3
38,14796,131,23,14,0,20,0,3,0,4,6,4,1,0,1,0,1,3,2,21.0,2014,2
68,14797,81,238,1,1,199,0,4,2,3,3,1,1,1,1,0,1,3,2,,2014,1
28,14798,81,31,55,0,542,0,3,2,1,5,5,1,0,0,0,1,3,2,,2014,1
34,14799,84,85,50,0,513,0,4,2,1,1,1,1,0,1,0,1,2,2,23.0,2014,1
47,14800,105,254,40,0,325,0,4,2,1,3,2,1,1,0,0,1,3,2,21.0,2014,1
14,14801,119,85,51,1,404,0,4,2,3,3,1,0,0,0,0,1,1,2,22.0,2014,1
42,14802,81,290,78,0,199,0,1,1,1,3,0,0,0,0,0,1,3,4,19.0,2014,1
44,14803,59,93,1,0,404,0,2,3,1,3,3,1,1,1,0,1,3,2,20.0,2014,2
18,14804,130,85,39,0,513,0,3,2,1,5,5,0,0,0,0,1,3,2,23.0,2014,2
28,14805,84,9,14,0,27,0,4,1,2,5,5,0,1,1,0,1,3,2,23.0,2014,5
8,14806,119,85,53,0,404,0,-1,0,1,6,5,0,0,1,0,1,3,2,22.0,2014,6
33,14807,88,181,7,0,404,0,3,0,3,6,5,0,1,1,0,1,1,1,23.0,2014,4
26,14808,119,85,85,0,212,0,4,2,1,4,3,1,0,1,0,1,3,1,22.0,2014,2
26,14809,130,249,4,0,404,0,3,3,1,5,5,0,1,0,0,1,3,2,21.0,2014,3
12,14810,139,225,3,0,404,0,4,3,1,6,6,0,0,0,0,1,3,1,22.0,2014,2
16,14811,81,249,19,0,70,0,2,1,2,6,3,0,0,0,0,1,3,2,,2014,3
8,14812,81,185,40,0,325,0,1,0,1,6,5,0,0,0,0,1,3,1,20.0,2014,9
34,14813,119,246,14,0,458,0,4,2,1,5,3,1,1,1,0,1,3,1,23.0,2014,2
18,14814,119,236,37,1,404,0,-2,2,1,5,5,0,0,0,0,1,3,2,24.0,2014,1
48,14815,81,290,3,0,404,0,3,2,1,4,4,1,1,1,0,1,3,1,21.0,2014,1
16,14816,140,44,33,0,173,0,4,2,1,5,3,0,0,0,0,1,3,2,23.0,2014,2
34,14817,62,106,2,0,404,0,4,3,1,5,3,1,1,0,0,1,3,3,22.0,2014,3
36,14818,41,44,14,0,474,0,4,1,1,4,3,0,1,0,0,1,3,2,,2014,2
18,14819,119,104,30,0,404,0,4,3,1,5,3,0,0,0,0,1,3,1,22.0,2014,1
16,14820,119,185,12,0,474,0,3,2,1,5,4,0,0,0,0,1,3,2,22.0,2014,1
40,14821,81,62,52,0,493,0,2,3,1,5,3,1,1,1,0,1,3,1,,2014,1
16,14822,81,212,39,0,513,0,3,3,1,3,3,0,0,0,0,1,1,2,22.0,2014,1
40,14823,81,159,3,0,346,0,1,0,1,3,1,1,1,1,0,0,1,2,19.0,2014,1
48,14824,119,115,55,0,499,0,2,1,4,3,1,1,1,0,0,0,3,3,21.0,2014,1
12,14825,105,227,3,0,138,0,3,3,2,4,4,0,0,0,0,1,3,2,21.0,2014,4
28,14826,147,185,3,0,1,0,1,0,1,5,1,1,1,1,0,1,3,2,19.0,2014,2
20,14827,137,89,25,0,404,0,3,2,1,5,3,0,0,0,0,1,3,1,21.0,2014,3
36,14828,81,162,32,0,439,0,3,2,1,4,5,1,1,0,0,1,3,2,,2014,0
12,14829,119,246,33,0,474,0,4,3,1,4,5,0,0,1,0,1,3,2,21.0,2014,3
17,14830,84,88,4,0,404,0,1,3,1,5,5,0,0,0,0,1,3,1,,2014,2
37,14831,81,290,78,0,404,0,3,3,1,3,3,1,0,0,0,1,3,1,22.0,2014,3
16,14832,81,212,3,0,474,0,4,2,1,6,6,0,0,0,0,1,3,3,24.0,2014,7
38,14833,80,260,44,0,404,0,2,2,1,4,1,1,1,0,0,1,2,2,20.0,2014,1
40,14834,81,162,61,0,404,0,4,2,1,6,3,1,1,1,0,1,3,3,21.0,2014,4
24,14835,81,162,14,0,120,0,4,3,1,5,4,1,0,0,0,1,3,2,22.0,2014,2
22,14836,119,72,39,1,67,0,4,3,2,5,4,0,1,0,0,1,2,2,22.0,2014,1
16,14837,81,293,14,0,173,0,3,1,1,6,4,0,0,0,0,1,3,2,22.0,2014,5
14,14838,47,89,17,0,404,0,2,2,1,5,5,0,0,0,0,1,3,1,20.0,2014,1
16,14839,16,16,58,1,513,0,3,2,1,6,5,0,0,0,0,1,3,3,23.0,2014,5
14,14840,99,270,3,0,360,0,2,2,2,5,4,0,0,0,0,1,3,2,22.0,2014,2
12,14841,81,198,14,1,212,0,3,3,1,5,5,0,0,0,0,1,3,3,,2014,1
38,14842,137,186,50,0,513,0,3,1,1,6,5,1,1,0,0,1,3,1,21.0,2014,10
43,14843,81,81,6,0,474,0,4,2,1,5,5,0,1,1,0,1,3,2,21.0,2014,3
20,14844,102,31,60,0,565,0,2,1,3,5,3,0,0,0,0,1,3,2,20.0,2014,0
22,14845,81,62,99,0,113,0,4,3,2,5,3,0,1,0,0,1,1,1,23.0,2014,1
24,14846,2,78,85,1,199,0,4,2,1,3,3,0,0,1,0,1,3,1,24.0,2014,1
24,14847,81,149,3,0,449,0,-5,3,1,6,6,0,1,0,0,1,3,3,20.0,2014,4
18,14848,81,212,46,0,173,0,4,1,1,3,3,0,1,1,0,1,2,2,22.0,2014,2
44,14849,119,13,35,0,102,0,3,2,2,6,5,1,1,1,0,0,2,3,,2014,6
34,14850,41,72,33,1,513,0,-2,2,1,5,5,0,0,0,0,0,3,3,22.0,2014,2
28,14851,107,254,11,0,552,0,4,0,1,3,3,0,1,1,0,0,3,1,23.0,2014,1
40,14852,115,9,60,0,173,0,2,1,1,5,4,1,0,0,0,0,3,2,19.0,2014,1
72,14853,81,162,9,0,404,0,2,1,3,5,3,1,1,0,0,0,3,1,19.0,2014,1
24,14854,20,10,3,0,560,0,3,2,2,4,3,0,0,1,0,0,1,1,23.0,2014,2
62,14855,58,37,43,0,474,0,3,3,1,5,4,1,1,1,0,0,3,2,21.0,2014,1
32,14856,119,47,19,0,505,0,4,3,1,5,3,1,1,1,0,1,3,1,20.0,2014,1
8,14857,14,104,38,0,313,0,1,0,1,4,0,0,0,0,0,1,3,4,,2014,1
40,14858,81,102,45,0,535,0,3,2,2,5,5,1,1,0,0,1,3,3,,2014,7
16,14859,14,115,3,0,396,0,-2,1,2,5,0,0,0,0,0,1,3,4,20.0,2014,1
44,14860,119,62,52,0,474,0,1,0,1,5,4,1,1,1,0,1,3,2,21.0,2014,2
52,14861,119,212,3,1,301,0,-2,3,2,3,1,1,1,1,0,0,2,2,24.0,2014,2
8,14862,147,2,60,0,435,0,-5,0,1,5,5,0,0,0,0,1,3,1,38.0,2014,18
18,14863,95,185,3,0,404,0,1,0,1,5,3,0,0,0,0,1,3,1,20.0,2014,2
14,14864,81,77,46,0,513,0,4,2,1,6,5,0,0,0,0,1,3,3,23.0,2014,10
42,14865,96,191,14,0,499,0,3,3,1,5,1,1,1,1,0,1,3,2,20.0,2014,2
18,14866,81,115,4,0,212,0,3,3,1,1,1,0,0,1,0,1,1,1,22.0,2014,1
28,14867,137,79,60,0,173,0,3,2,1,6,5,0,1,0,0,1,3,2,24.0,2014,4
28,14868,105,260,3,1,474,0,-3,1,1,5,4,1,1,1,0,1,3,2,23.0,2014,1
16,14869,81,162,33,0,67,0,2,1,2,5,4,0,0,0,0,1,3,1,20.0,2014,1
14,14870,81,77,88,0,40,0,2,2,2,6,6,0,0,0,0,1,3,3,20.0,2014,1
28,14871,14,254,33,0,173,0,3,1,1,4,5,0,1,1,0,1,3,2,23.0,2014,1
48,14872,81,290,57,0,404,0,2,2,1,5,5,1,1,0,0,0,2,3,21.0,2014,1
50,14873,119,198,12,0,499,0,3,1,1,5,5,1,1,0,0,0,3,2,21.0,2014,3
32,14874,119,1,14,0,318,0,4,3,1,5,5,1,0,0,0,0,3,1,23.0,2014,6
52,14875,81,159,7,0,404,0,2,3,1,1,2,1,1,1,0,0,2,1,21.0,2014,2
20,14876,14,115,84,0,404,0,1,0,1,3,3,0,0,0,0,1,2,1,,2014,2
8,14877,119,37,3,0,173,0,-5,0,1,5,5,0,0,0,0,1,3,2,19.0,2014,1
17,14878,16,16,7,0,199,0,4,3,1,6,5,0,0,0,0,1,3,3,,2014,8
28,14879,81,162,33,0,212,0,3,0,1,5,4,1,1,1,0,1,3,2,23.0,2014,4
61,14880,81,159,53,0,342,0,4,1,1,3,1,1,1,1,0,1,3,1,,2014,0
22,14881,84,176,67,0,231,0,2,0,1,4,3,0,0,0,0,0,1,2,20.0,2014,1
20,14882,81,225,55,0,542,0,3,0,1,4,3,0,0,0,0,0,3,1,22.0,2014,3
42,14883,141,186,33,0,513,0,3,3,1,5,1,0,1,0,0,0,3,2,21.0,2014,4
32,14884,56,102,3,1,199,0,2,3,1,5,5,0,0,0,0,0,3,1,28.0,2014,4
18,14885,119,212,3,1,365,0,2,0,2,5,5,0,0,0,0,0,3,2,21.0,2014,1
22,14886,81,249,8,0,102,0,4,3,2,5,5,0,0,0,0,0,3,3,21.0,2014,2
42,14887,14,104,7,0,554,0,3,3,2,6,6,0,1,0,0,0,3,3,22.0,2014,5
24,14888,81,162,22,0,474,0,2,2,1,5,4,0,0,0,0,0,3,1,,2014,2
56,14889,14,88,7,1,231,0,-2,1,1,1,1,1,1,0,0,0,2,2,,2014,2
36,14890,119,88,51,0,404,0,4,1,3,3,1,1,0,1,0,0,3,1,21.0,2014,2
30,14891,119,216,34,0,110,0,3,1,1,4,4,0,0,0,0,0,3,2,23.0,2014,3
24,14892,107,77,14,0,513,0,-2,2,1,5,5,0,0,0,0,0,3,1,,2014,1
36,14893,81,270,4,0,404,0,2,2,1,5,5,0,0,0,0,0,3,2,20.0,2014,4
38,14894,84,85,14,0,173,0,1,0,1,5,4,0,1,0,0,0,2,2,19.0,2014,2
22,14895,81,47,33,0,513,0,4,3,1,5,5,0,0,0,0,0,1,1,22.0,2014,2
40,14896,84,88,29,0,404,0,3,2,1,3,3,0,1,0,0,0,3,2,20.0,2014,1
28,14897,84,85,33,1,325,0,1,0,1,5,5,0,1,0,0,0,3,1,21.0,2014,1
44,14898,119,198,37,0,212,0,1,2,1,3,3,1,0,0,0,0,2,2,20.0,2014,3
44,14899,84,88,14,0,173,0,2,3,1,5,1,1,1,0,0,0,3,2,,2014,4
28,14900,81,72,37,0,325,0,1,1,1,4,0,0,0,0,0,0,2,4,20.0,2014,1
34,14901,119,47,33,0,474,0,3,2,1,4,3,0,1,1,0,0,3,2,22.0,2014,2
32,14902,25,44,14,0,474,0,2,3,1,5,5,0,1,0,0,0,3,4,,2014,2
18,14903,140,107,14,0,499,0,4,0,1,5,4,0,0,0,0,0,3,3,23.0,2014,0
24,14904,53,119,22,0,192,0,4,2,1,5,3,0,0,0,0,0,3,2,21.0,2014,3
22,14905,81,247,3,1,356,0,2,3,2,4,4,0,0,0,0,0,3,1,28.0,2014,2
56,14906,115,242,43,0,243,0,3,1,2,5,5,1,1,0,0,0,3,1,22.0,2014,1
32,14907,59,23,43,0,459,0,4,3,1,1,3,1,0,0,0,0,1,1,22.0,2014,1
24,14908,139,212,3,0,173,0,2,2,1,5,5,0,0,0,0,0,3,2,20.0,2014,5
52,14909,119,31,12,0,474,0,3,1,1,1,1,1,0,0,0,0,1,2,,2014,1
39,14910,81,238,3,0,223,0,3,2,1,4,4,0,1,0,0,0,3,1,22.0,2014,6
24,14911,32,36,31,0,173,0,2,2,1,3,3,0,0,1,0,0,2,3,19.0,2014,1
28,14912,81,23,3,0,542,0,1,1,1,5,4,0,0,0,0,0,3,2,23.0,2014,2
22,14913,81,198,33,0,474,0,2,3,1,5,6,0,0,0,0,0,3,4,21.0,2014,3
26,14914,81,285,99,0,173,0,2,1,1,5,5,0,0,0,0,0,2,1,20.0,2014,2
22,14915,137,79,14,1,499,0,3,3,1,5,4,0,0,0,0,0,2,1,23.0,2014,4
26,14916,81,270,51,0,199,0,5,1,1,5,5,0,0,0,0,0,3,1,23.0,2014,1
22,14917,81,125,3,0,513,0,2,3,1,6,3,0,0,0,0,0,3,3,20.0,2014,2
34,14918,81,198,37,0,404,0,3,2,1,5,1,0,1,0,0,0,3,2,,2014,3
56,14919,119,89,76,0,474,0,2,1,1,3,5,1,1,1,0,0,2,3,21.0,2014,3
44,14920,81,162,43,0,474,0,3,3,1,5,3,0,1,0,0,0,3,1,21.0,2014,1
26,14921,14,227,40,0,1,0,3,3,1,3,1,0,0,0,0,0,2,3,20.0,2014,1
54,14922,40,214,19,0,32,0,3,2,2,5,4,1,1,1,0,0,3,1,22.0,2014,2
22,14923,119,104,85,0,404,0,3,3,1,5,5,0,0,0,0,0,2,1,21.0,2014,1
54,14924,81,1,3,1,212,0,-2,2,1,5,5,0,1,1,0,0,1,1,28.0,2014,2
79,14925,81,159,87,0,325,0,3,2,1,5,5,1,1,0,0,0,3,3,,2014,3
22,14926,2,221,33,0,499,0,4,3,1,6,5,1,0,0,0,1,3,3,23.0,2014,3
42,14927,81,159,7,0,565,0,3,3,1,5,3,0,1,1,0,1,3,4,23.0,2014,2
28,14928,41,89,3,0,404,0,2,2,1,5,3,0,1,0,0,1,2,2,20.0,2014,1
14,14929,119,78,3,0,233,0,4,2,1,6,3,0,0,0,0,1,3,3,,2014,4
24,14930,23,81,14,0,513,0,3,2,1,5,0,0,0,0,0,1,3,4,21.0,2014,1
28,14931,21,290,3,0,404,0,1,0,1,5,4,1,0,1,0,0,3,3,19.0,2014,2
56,14932,130,249,1,0,212,0,3,3,1,6,6,1,1,0,0,0,3,1,22.0,2014,2
34,14933,81,109,36,0,424,0,2,3,1,5,4,1,0,0,0,0,3,2,,2014,5
38,14934,81,219,3,0,252,0,3,1,2,3,5,0,1,0,0,0,3,2,20.0,2014,1
24,14935,81,242,40,0,404,0,3,3,1,5,4,0,0,0,0,0,3,1,22.0,2014,5
22,14936,81,198,19,0,67,0,2,3,2,5,5,0,0,0,0,0,3,1,20.0,2014,4
22,14937,41,276,39,0,173,0,3,3,1,4,5,0,0,0,0,0,3,1,21.0,2014,5
36,14938,119,249,28,0,439,0,2,3,1,5,5,0,1,0,0,0,3,1,20.0,2014,1
36,14939,14,104,1,0,233,0,-2,1,1,3,0,0,0,0,0,0,1,4,22.0,2014,1
38,14940,81,290,3,0,389,0,1,0,2,4,3,0,1,0,0,0,3,1,19.0,2014,3
46,14941,81,290,67,0,325,0,3,3,1,1,0,0,0,0,0,0,2,4,,2014,1
52,14942,119,162,40,0,199,0,4,1,1,3,3,0,0,0,0,0,3,2,,2014,2
38,14943,81,289,99,0,173,0,1,0,1,5,4,0,1,0,0,0,3,1,,2014,2
24,14944,119,260,50,0,565,0,3,3,1,5,5,0,0,0,0,0,3,1,,2014,8
44,14945,80,260,50,0,173,0,3,2,1,6,5,1,1,1,0,0,3,1,20.0,2014,5
51,14946,119,276,34,0,513,0,2,1,1,5,1,1,1,0,0,0,3,2,19.0,2014,3
42,14947,2,198,43,0,474,0,4,3,1,4,0,0,0,0,0,0,3,4,23.0,2014,1
24,14948,62,106,57,1,212,0,3,2,4,3,3,0,0,0,0,0,3,2,25.0,2014,2
42,14949,41,186,28,0,55,0,2,3,2,5,5,0,1,1,0,0,3,3,20.0,2014,4
14,14950,137,79,53,0,404,0,3,2,1,5,3,0,0,0,0,1,3,2,20.0,2014,2
50,14951,119,238,57,0,342,0,3,2,1,3,1,1,1,0,0,0,3,2,21.0,2014,2
32,14952,151,66,7,0,1,0,2,3,1,5,0,0,0,0,0,1,3,4,21.0,2014,1
22,14953,81,72,43,0,173,0,3,3,1,5,3,0,1,0,0,1,1,1,22.0,2014,4
18,14954,119,242,3,0,301,0,-1,0,2,4,6,1,0,0,0,1,2,2,,2014,1
64,14955,2,254,14,0,474,0,2,2,1,5,5,1,1,1,0,1,3,2,20.0,2014,4
39,14956,119,91,83,0,513,0,4,2,1,6,5,1,1,1,0,1,3,2,44.0,2014,6
34,14957,84,88,79,0,67,0,4,2,2,5,0,0,0,0,0,1,3,4,22.0,2014,1
22,14958,61,254,14,0,522,0,2,3,1,5,5,0,0,0,0,0,3,1,,2014,2
26,14959,81,58,33,0,474,0,3,1,1,6,5,0,0,1,0,0,3,3,,2014,5
22,14960,81,10,33,0,474,0,3,3,1,1,3,0,0,0,0,0,2,2,21.0,2014,3
44,14961,102,221,3,0,213,0,-2,2,1,5,3,1,1,0,0,0,3,2,,2014,4
31,14962,81,186,40,0,404,0,4,1,1,5,5,0,0,0,0,0,2,1,22.0,2014,5
36,14963,119,37,34,0,542,0,3,2,1,5,3,0,1,0,0,0,3,2,21.0,2014,1
28,14964,16,254,29,0,404,0,3,3,1,5,3,0,0,0,0,0,3,1,,2014,3
26,14965,41,276,55,0,474,0,2,2,1,4,3,0,0,1,0,0,2,2,19.0,2014,2
